4,0.004,0.0123,0,0,0,0,0,0.0375,0,0.3,0.36,0,0,0,0,0,0,0,1
2,0,0,0,0.01,0,0,0.075,0,0,0.45,0,0,0.525,0,0,0.33,0,0,1
5,0.005,0.03252,0.06255,0,0,0,0,0,0,0,0,0,0.21,0.315,0.3,0.216,0,0.162,1
2,0,0,0,0.065,0,0,0.1,0,0,0,0,0,0,0,0,0.345,0,0,0
6,0.02625,0,0,0,0,0,0.0583333333333,0,0,0,0,0,0.3,0,0,0.5025,0,0,0
2,0,0,0,0,0,0,0.075,0,0,0.3,0,1.35,0,0,0,0.1275,0,0,1
4,0,0,0,0.01,0.035,0.0825,0.075,0.075,0.05,0.15,0.36,0,0.15,0.73125,0,0.07875,0.1035,0.20925,1
2,0.0135,0,0,0,0,0,0,0,0,0.6,1.08,0,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,1.77272727273,0,0,0,0,0,1
4,0.018125,0.01065,0,0,0,0,0,0,0,0,0.63,0,0.1125,0.225,0,0.1575,0.8595,0,1
7,0.0390714285714,0,0,0.0285714285714,0,0,0.0571428571429,0,0,0.171428571429,0,0,0.75,0,0,0.72,0,0,1
1,0.009,0.0822,0,0.09,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.025,0.01875,0,0,0,0.3375,0.1125,0,0,0,0,0,0
10,0.0045,0.03528,0,0,0,0,0,0,0,0.36,0.432,0,0.135,0.2925,0,0.2265,0.3006,0,1
4,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.64875,0,0,0
2,0,0,0,0,0,0,0.05,0,0,0,0,0,0.225,0.675,0,0,0,0,1
3,0.00883333333333,0.0144,0.0505,0,0.0466666666667,0,0,0,0,0.5,0.36,0,0.1,0.675,0.7,0.075,0.162,0,1
1,0,0,0,0,0,0,0.0,0,0,0.3,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,1.32857142857,0,0,1.13571428571,0,0,0,0,0,1
2,0.029,0,0,0.02,0,0,0.25,0,0,1.65,0,0,0,0,0,0.165,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0
2,0,0,0,0,0.04,0.06,0,0,0,0,0,0,0.15,0.3375,0.45,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0.3,0,2.7,0,0,0,0.105,0,0,1
5,0,0,0,0.014,0.028,0,0,0,0,0.6,0.36,0,0,0,0,0.153,0.3168,0,1
6,0,0,0,0,0,0,0.108333333333,0,0,1.15,0,0,0,0,0,0,0,0,1
7,0.00385714285714,0,0.0416785714286,0,0,0.03,0,0,0,0,0,0,0,0,0.428571428571,0,0,0,0
8,0.0231875,0.015375,0,0,0,0,0.025,0.0375,0,0.3375,0.72,0,0.35625,0.196875,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,2.4,0,0,0,1
1,0,0,0,0,0,0,0,0.0,0,0.3,0,0,0,0,0,0,0,0,0
1,0,0,0.07425,0.02,0.02,0.15,0,0,0,0,0,0,0,0.9,1.2,0,0,0,1
5,0,0,0,0.02,0,0.084,0,0,0,0,0,0,0,0,0,0,0.108,0,0
