1,0.42,0,0,0,0,0,0.0,0,0,0,0,0,0,0.9,0,0,0,0,1
2,0,0,0,0.4,0,0,0,0,0,0.5,0,0,0,0,0,0.195,0,0,1
6,0.34,0,0,0,0,0,0,0,0,0.333333333333,0,0,0.6,0,0,0.095,0,0,1
13,0.263076923077,0,0,0.246153846154,0,0,0.115384615385,0,0,0,0,0,0.6,0,0,0,0,0,1
14,0.0621428571429,0,0.295714285714,0,0,0,0,0,0,0,0,0,0.128571428571,0,0.428571428571,0,0,0,0
17,0,0.897882352941,0,0,0,0,0,0,0,0.117647058824,0.282352941176,0,0.388235294118,0.952941176471,0,0.0741176470588,0,0,1
25,0.3204,0,0,0.08,0,0,0.26,0,0,0,0,0,0,0,0,0.1716,0,0,0
4,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.45,0,0.6,0.03,0.045,0,1
12,0,0,0,0,0,0,0.25,0,0,0.833333333333,0,0,0,0,0,0,0,0,1
10,0,0,0,0,0,0,0.15,0.075,0,0.1,0.36,0,0.06,0.09,0,0.114,0.1044,0,1
17,0,0,0,0.164705882353,0.352941176471,0,0.147058823529,0,0,0.0588235294118,0.423529411765,0,0.352941176471,0.529411764706,0,0,0,0,1
13,0.0807692307692,0.288,0,0.276923076923,0.276923076923,0,0,0,0,0.153846153846,0.184615384615,0,0,0,0,0.0438461538462,0.108,0,1
19,0.268421052632,0,0,0.168421052632,0,0,0,0,0,0.263157894737,0,0,0.505263157895,0,0,0.15,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0
4,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,0,0,1
33,0,0,0,0,0,0,0,0,0,0,0,0,0.490909090909,0.627272727273,1.2,0,0,0,1
27,0,0,0,0,0,0,0.777777777778,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1
19,0,0,0,0.0210526315789,0.189473684211,0.210526315789,0.105263157895,0.197368421053,0.105263157895,0.368421052632,0.378947368421,0.631578947368,0.0631578947368,0.378947368421,0.378947368421,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,1
22,0.192272727273,0.414,0,0.181818181818,0.163636363636,0,0,0.204545454545,0,0,0,0,0.163636363636,0.572727272727,0,0.175909090909,0.0441818181818,0,1
10,0.144,0.2268,0.18,0.08,0,0,0,0,0,0.2,0.12,0.3,0.24,0.72,0.6,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1
5,0.228,1.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.072,0,1
17,0,0,0.54,0,0,0,0.0294117647059,0,0,0,0,0,0,0,0.141176470588,0.0335294117647,0,0,0
7,0.385714285714,0,0,0,0,0,0.142857142857,0,0,0.571428571429,0,0,0.6,0,0,0,0,0,1
1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.15,0,0,0
13,0.380769230769,0,0,0,0,0,0.153846153846,0,0,0,0,0,0.415384615385,0,0,0.108461538462,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0
6,0,0,0,0.0666666666667,0.5,1.06666666667,0,0,0,0,0,0,0.8,0.45,1.6,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,0,0.3,0.12,0.18,0.48,0,0,0,1
16,0,0,0,0,0,0,0,0,0,0.3125,0,0,0.75,0,0,0.309375,0,0,1
1,0,0,0,0,1.2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1
17,0.333529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382941176471,0,0,0
16,0.06,0,0,0,0.075,0.2,0,0,0,0.0,0,0.1875,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0.24,1.62,0,0,0,0,1
10,0.159,0,0.4995,0.2,0.24,0.24,0,0,0,0.4,0.36,0,0,0,0,0,0,0,1
12,0.5025,0,0,0.4,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1
4,0,0,0,0.7,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,0,0.133333333333,0,0.2,0.24,0,0.16,0.03,0,0.162,1
2,0,0,0,0.6,1.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1
13,0,0,0,0,0,0,0,0.0576923076923,0,0,0,0,0.323076923077,0.830769230769,0,0.0369230769231,0,0,1
23,0,0,0,0,0,0,0,0,0,0.130434782609,0.0521739130435,0.586956521739,0,0,0,0,0,0,1
6,0.37,0,0,0,0,0,0.0,0,0,0.0,0,0,0.4,0,0,0,0,0,1
8,0.06,0,0.185625,0,0,0,0,0,0,0,0,0,0,0.225,0.3,0.03,0,0.16875,0
